,category,aspect,count
1224,POWER_SUPPLY#GENERAL,Telkom sales,0
1225,POWER_SUPPLY#GENERAL,Tobi,0
1226,POWER_SUPPLY#GENERAL,Tobi BOT idea on WhatsApp,0
1227,POWER_SUPPLY#GENERAL,Tobi bot,0
1228,POWER_SUPPLY#GENERAL,Tobi chat bot,0
1229,POWER_SUPPLY#GENERAL,Tobi the Bot,0
1230,POWER_SUPPLY#GENERAL,Tobi's Tax Pack,0
1231,POWER_SUPPLY#GENERAL,Toby,0
1232,POWER_SUPPLY#GENERAL,Toby robot service,0
1233,POWER_SUPPLY#GENERAL,USELESS VODACOM,0
1234,POWER_SUPPLY#GENERAL,VODACOM,0
1235,POWER_SUPPLY#GENERAL,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
1236,POWER_SUPPLY#GENERAL,VODACOM USELESS HELPLINE,0
1237,POWER_SUPPLY#GENERAL,VODACOMS TOBI,0
1238,POWER_SUPPLY#GENERAL,VodaBucks,0
1239,POWER_SUPPLY#GENERAL,Vodacom,0
1240,POWER_SUPPLY#GENERAL,Vodacom Age of Machine,0
1241,POWER_SUPPLY#GENERAL,Vodacom App,0
1242,POWER_SUPPLY#GENERAL,Vodacom Customer Care Line,0
1243,POWER_SUPPLY#GENERAL,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
1244,POWER_SUPPLY#GENERAL,Vodacom Roaming Bundle,0
1245,POWER_SUPPLY#GENERAL,Vodacom Scams Pensioners into Special Deals,0
1246,POWER_SUPPLY#GENERAL,Vodacom Vodabucks,0
1247,POWER_SUPPLY#GENERAL,Vodacom and TymeBank Fraud,0
1248,POWER_SUPPLY#GENERAL,Vodacom customer services,0
1249,POWER_SUPPLY#GENERAL,Vodacom does not care,0
1250,POWER_SUPPLY#GENERAL,Vodacom is not a brand to be trusted or relied on,0
1251,POWER_SUPPLY#GENERAL,Vodacom number,0
1252,POWER_SUPPLY#GENERAL,Vodacom online deals,0
1253,POWER_SUPPLY#GENERAL,Vodacom service,0
1254,POWER_SUPPLY#GENERAL,Vodacom vodabucks,0
1255,POWER_SUPPLY#GENERAL,Vodacom's website,0
1256,POWER_SUPPLY#GENERAL,Vodacoms,0
1257,POWER_SUPPLY#GENERAL,Vodafone world,0
1258,POWER_SUPPLY#GENERAL,Vodamail,0
1259,POWER_SUPPLY#GENERAL,Vodamail cancellation,0
1260,POWER_SUPPLY#GENERAL,WhatsApp bundles,0
1261,POWER_SUPPLY#GENERAL,Wi-Fi,0
1262,POWER_SUPPLY#GENERAL,acct,0
1263,POWER_SUPPLY#GENERAL,agent,0
1264,POWER_SUPPLY#GENERAL,airtime,0
1265,POWER_SUPPLY#GENERAL,app,0
1266,POWER_SUPPLY#GENERAL,app services,0
1267,POWER_SUPPLY#GENERAL,at Telkom,0
1268,POWER_SUPPLY#GENERAL,automated chatbot,0
1269,POWER_SUPPLY#GENERAL,bank,0
1270,POWER_SUPPLY#GENERAL,bot,0
1271,POWER_SUPPLY#GENERAL,bot on Vodacom Facebook messenger,0
1272,POWER_SUPPLY#GENERAL,call center,0
1273,POWER_SUPPLY#GENERAL,call center service,0
1274,POWER_SUPPLY#GENERAL,call centre,0
1275,POWER_SUPPLY#GENERAL,call charges,0
1276,POWER_SUPPLY#GENERAL,caller tune,0
1277,POWER_SUPPLY#GENERAL,cell c,0
1278,POWER_SUPPLY#GENERAL,chat bot,0
1279,POWER_SUPPLY#GENERAL,chatbot,0
1280,POWER_SUPPLY#GENERAL,chatbot Tobi,0
1281,POWER_SUPPLY#GENERAL,company,0
1282,POWER_SUPPLY#GENERAL,consultant,0
1283,POWER_SUPPLY#GENERAL,content service,0
1284,POWER_SUPPLY#GENERAL,contract,0
1285,POWER_SUPPLY#GENERAL,contract with Telkom,0
1286,POWER_SUPPLY#GENERAL,credit report,0
1287,POWER_SUPPLY#GENERAL,customer Service,0
1288,POWER_SUPPLY#GENERAL,customer care,0
1289,POWER_SUPPLY#GENERAL,customer care agent,0
1290,POWER_SUPPLY#GENERAL,customer care call centre,0
1291,POWER_SUPPLY#GENERAL,customer care help lines,0
1292,POWER_SUPPLY#GENERAL,customer care line,0
1293,POWER_SUPPLY#GENERAL,customer care number,0
1294,POWER_SUPPLY#GENERAL,customer care/services,0
1295,POWER_SUPPLY#GENERAL,customer service,0
1296,POWER_SUPPLY#GENERAL,customer service department,0
1297,POWER_SUPPLY#GENERAL,customer support,0
1298,POWER_SUPPLY#GENERAL,customer's info,0
1299,POWER_SUPPLY#GENERAL,data,0
1300,POWER_SUPPLY#GENERAL,data sim,0
1301,POWER_SUPPLY#GENERAL,delivery,0
1302,POWER_SUPPLY#GENERAL,eSim,0
1304,POWER_SUPPLY#GENERAL,humans,0
1305,POWER_SUPPLY#GENERAL,machine,0
1306,POWER_SUPPLY#GENERAL,mobile contract,0
1307,POWER_SUPPLY#GENERAL,money back,0
1308,POWER_SUPPLY#GENERAL,network provider,0
1309,POWER_SUPPLY#GENERAL,network service provider,0
1310,POWER_SUPPLY#GENERAL,number,0
1311,POWER_SUPPLY#GENERAL,number assigned by Vodacom,0
1312,POWER_SUPPLY#GENERAL,online chat,0
1313,POWER_SUPPLY#GENERAL,online deals,0
1314,POWER_SUPPLY#GENERAL,online service,0
1315,POWER_SUPPLY#GENERAL,phone imei,0
1316,POWER_SUPPLY#GENERAL,products,0
1317,POWER_SUPPLY#GENERAL,recurring data bundle,0
1318,POWER_SUPPLY#GENERAL,refund,0
1319,POWER_SUPPLY#GENERAL,response to emails,0
1320,POWER_SUPPLY#GENERAL,robot,0
1321,POWER_SUPPLY#GENERAL,robot assistant,0
1322,POWER_SUPPLY#GENERAL,robot calling,0
1323,POWER_SUPPLY#GENERAL,robot responses,0
1324,POWER_SUPPLY#GENERAL,service,0
1325,POWER_SUPPLY#GENERAL,service Vodacom,0
1326,POWER_SUPPLY#GENERAL,service at Vodacom,0
1327,POWER_SUPPLY#GENERAL,service delivery,0
1328,POWER_SUPPLY#GENERAL,service levels,0
1329,POWER_SUPPLY#GENERAL,service provider,0
1330,POWER_SUPPLY#GENERAL,services,0
1331,POWER_SUPPLY#GENERAL,sim card,0
1332,POWER_SUPPLY#GENERAL,site,0
1333,POWER_SUPPLY#GENERAL,skynet,0
1334,POWER_SUPPLY#GENERAL,smartphone,0
1335,POWER_SUPPLY#GENERAL,sms,0
1336,POWER_SUPPLY#GENERAL,staff,0
1337,POWER_SUPPLY#GENERAL,subscriptions,0
1338,POWER_SUPPLY#GENERAL,support,0
1339,POWER_SUPPLY#GENERAL,telkom,0
1340,POWER_SUPPLY#GENERAL,telkom customer services,0
1341,POWER_SUPPLY#GENERAL,the option to chat to your,0
1342,POWER_SUPPLY#GENERAL,virtual assistant,0
1343,POWER_SUPPLY#GENERAL,voda**** customer service,0
1344,POWER_SUPPLY#GENERAL,vodabucks,0
1345,POWER_SUPPLY#GENERAL,vodacom,0
1346,POWER_SUPPLY#GENERAL,vodacom 4u Berea east london branch,0
1347,POWER_SUPPLY#GENERAL,vodacom app,0
1348,POWER_SUPPLY#GENERAL,vodacom bot,0
1349,POWER_SUPPLY#GENERAL,vodacom call centre,0
1350,POWER_SUPPLY#GENERAL,vodacom customer care,0
1351,POWER_SUPPLY#GENERAL,vodacom customer services,0
1352,POWER_SUPPLY#GENERAL,vodacom fibre,0
1353,POWER_SUPPLY#GENERAL,vodacom online,0
1354,POWER_SUPPLY#GENERAL,vodacom service bot,0
1355,POWER_SUPPLY#GENERAL,vodacom support,0
1356,POWER_SUPPLY#GENERAL,vodacum,0
1357,POWER_SUPPLY#GENERAL,vodamail email settings,0
1358,POWER_SUPPLY#GENERAL,vodqcom customer services,0
1359,POWER_SUPPLY#GENERAL,webmail7,0
1416,SCAM,Vodacom Vodabucks,1
1455,SCAM,contract with Telkom,1
1483,SCAM,online deals,1
1360,SCAM,'SERVICE' PROVIDER,0
1361,SCAM,****** chat bot,0
1362,SCAM,082 135 number,0
1363,SCAM,250.0 MB bundle,0
1364,SCAM,Apple Watch cellular,0
1365,SCAM,BOT,0
1366,SCAM,Bot,0
1367,SCAM,CUSTOMER SERVICE,0
1368,SCAM,Call Centre,0
1369,SCAM,Chatbot (Toby),0
1370,SCAM,Client Care/Service,0
1371,SCAM,Customer service,0
1372,SCAM,EFT,0
1373,SCAM,HP Attorneys,0
1374,SCAM,ISP,0
1375,SCAM,Invoices,0
1376,SCAM,MARKETING SPAM,0
1377,SCAM,MTN,0
1378,SCAM,Mobile Wi_Fi app,0
1379,SCAM,NULL,0
1380,SCAM,ONLINE SERVICE,0
1381,SCAM,PATHETIC SERVICE,0
1382,SCAM,PM CONNECT,0
1383,SCAM,SIM SWAP,0
1384,SCAM,Service,0
1385,SCAM,Statements,0
1386,SCAM,TOBI,0
1387,SCAM,TOBI app,0
1388,SCAM,TOBI virtual assistant,0
1389,SCAM,TOBi robot,0
1390,SCAM,Telkom,0
1391,SCAM,Telkom Mobile,0
1392,SCAM,Telkom Self-service,0
1393,SCAM,Telkom mobile,0
1394,SCAM,Telkom sales,0
1395,SCAM,Tobi,0
1396,SCAM,Tobi BOT idea on WhatsApp,0
1397,SCAM,Tobi bot,0
1398,SCAM,Tobi chat bot,0
1399,SCAM,Tobi the Bot,0
1400,SCAM,Tobi's Tax Pack,0
1401,SCAM,Toby,0
1402,SCAM,Toby robot service,0
1403,SCAM,USELESS VODACOM,0
1404,SCAM,VODACOM,0
1405,SCAM,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
1406,SCAM,VODACOM USELESS HELPLINE,0
1407,SCAM,VODACOMS TOBI,0
1408,SCAM,VodaBucks,0
1409,SCAM,Vodacom,0
1410,SCAM,Vodacom Age of Machine,0
1411,SCAM,Vodacom App,0
1412,SCAM,Vodacom Customer Care Line,0
1413,SCAM,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
1414,SCAM,Vodacom Roaming Bundle,0
1415,SCAM,Vodacom Scams Pensioners into Special Deals,0
1417,SCAM,Vodacom and TymeBank Fraud,0
1418,SCAM,Vodacom customer services,0
1419,SCAM,Vodacom does not care,0
1420,SCAM,Vodacom is not a brand to be trusted or relied on,0
1421,SCAM,Vodacom number,0
1422,SCAM,Vodacom online deals,0
1423,SCAM,Vodacom service,0
1424,SCAM,Vodacom vodabucks,0
1425,SCAM,Vodacom's website,0
1426,SCAM,Vodacoms,0
1427,SCAM,Vodafone world,0
1428,SCAM,Vodamail,0
1429,SCAM,Vodamail cancellation,0
1430,SCAM,WhatsApp bundles,0
1431,SCAM,Wi-Fi,0
1432,SCAM,acct,0
1433,SCAM,agent,0
1434,SCAM,airtime,0
1435,SCAM,app,0
1436,SCAM,app services,0
1437,SCAM,at Telkom,0
1438,SCAM,automated chatbot,0
1439,SCAM,bank,0
1440,SCAM,bot,0
1441,SCAM,bot on Vodacom Facebook messenger,0
1442,SCAM,call center,0
1443,SCAM,call center service,0
1444,SCAM,call centre,0
1445,SCAM,call charges,0
1446,SCAM,caller tune,0
1447,SCAM,cell c,0
1448,SCAM,chat bot,0
1449,SCAM,chatbot,0
1450,SCAM,chatbot Tobi,0
1451,SCAM,company,0
1452,SCAM,consultant,0
1453,SCAM,content service,0
1454,SCAM,contract,0
1456,SCAM,credit report,0
1457,SCAM,customer Service,0
1458,SCAM,customer care,0
1459,SCAM,customer care agent,0
1460,SCAM,customer care call centre,0
1461,SCAM,customer care help lines,0
1462,SCAM,customer care line,0
1463,SCAM,customer care number,0
1464,SCAM,customer care/services,0
1465,SCAM,customer service,0
1466,SCAM,customer service department,0
1467,SCAM,customer support,0
1468,SCAM,customer's info,0
1469,SCAM,data,0
1470,SCAM,data sim,0
1471,SCAM,delivery,0
1472,SCAM,eSim,0
1473,SCAM,energy,0
1474,SCAM,humans,0
1475,SCAM,machine,0
1476,SCAM,mobile contract,0
1477,SCAM,money back,0
1478,SCAM,network provider,0
1479,SCAM,network service provider,0
1480,SCAM,number,0
1481,SCAM,number assigned by Vodacom,0
1482,SCAM,online chat,0
1484,SCAM,online service,0
1485,SCAM,phone imei,0
1486,SCAM,products,0
1487,SCAM,recurring data bundle,0
1488,SCAM,refund,0
1489,SCAM,response to emails,0
1490,SCAM,robot,0
1491,SCAM,robot assistant,0
1492,SCAM,robot calling,0
1493,SCAM,robot responses,0
1494,SCAM,service,0
1495,SCAM,service Vodacom,0
1496,SCAM,service at Vodacom,0
1497,SCAM,service delivery,0
1498,SCAM,service levels,0
1499,SCAM,service provider,0
1500,SCAM,services,0
1501,SCAM,sim card,0
1502,SCAM,site,0
1503,SCAM,skynet,0
1504,SCAM,smartphone,0
1505,SCAM,sms,0
1506,SCAM,staff,0
1507,SCAM,subscriptions,0
1508,SCAM,support,0
1509,SCAM,telkom,0
1510,SCAM,telkom customer services,0
1511,SCAM,the option to chat to your,0
1512,SCAM,virtual assistant,0
1513,SCAM,voda**** customer service,0
1514,SCAM,vodabucks,0
1515,SCAM,vodacom,0
1516,SCAM,vodacom 4u Berea east london branch,0
1517,SCAM,vodacom app,0
1518,SCAM,vodacom bot,0
1519,SCAM,vodacom call centre,0
1520,SCAM,vodacom customer care,0
1521,SCAM,vodacom customer services,0
1522,SCAM,vodacom fibre,0
1523,SCAM,vodacom online,0
1524,SCAM,vodacom service bot,0
1525,SCAM,vodacom support,0
1526,SCAM,vodacum,0
1527,SCAM,vodamail email settings,0
1528,SCAM,vodqcom customer services,0
1529,SCAM,webmail7,0
1579,SCAM#GENERAL,Vodacom,1
1621,SCAM#GENERAL,company,1
1684,SCAM#GENERAL,vodabucks,1
1685,SCAM#GENERAL,vodacom,1
1530,SCAM#GENERAL,'SERVICE' PROVIDER,0
1531,SCAM#GENERAL,****** chat bot,0
1532,SCAM#GENERAL,082 135 number,0
1533,SCAM#GENERAL,250.0 MB bundle,0
1534,SCAM#GENERAL,Apple Watch cellular,0
1535,SCAM#GENERAL,BOT,0
1536,SCAM#GENERAL,Bot,0
1537,SCAM#GENERAL,CUSTOMER SERVICE,0
1538,SCAM#GENERAL,Call Centre,0
1539,SCAM#GENERAL,Chatbot (Toby),0
1540,SCAM#GENERAL,Client Care/Service,0
1541,SCAM#GENERAL,Customer service,0
1542,SCAM#GENERAL,EFT,0
1543,SCAM#GENERAL,HP Attorneys,0
1544,SCAM#GENERAL,ISP,0
1545,SCAM#GENERAL,Invoices,0
1546,SCAM#GENERAL,MARKETING SPAM,0
1547,SCAM#GENERAL,MTN,0
1548,SCAM#GENERAL,Mobile Wi_Fi app,0
1549,SCAM#GENERAL,NULL,0
1550,SCAM#GENERAL,ONLINE SERVICE,0
1551,SCAM#GENERAL,PATHETIC SERVICE,0
1552,SCAM#GENERAL,PM CONNECT,0
1553,SCAM#GENERAL,SIM SWAP,0
1554,SCAM#GENERAL,Service,0
1555,SCAM#GENERAL,Statements,0
1556,SCAM#GENERAL,TOBI,0
1557,SCAM#GENERAL,TOBI app,0
1558,SCAM#GENERAL,TOBI virtual assistant,0
1559,SCAM#GENERAL,TOBi robot,0
1560,SCAM#GENERAL,Telkom,0
1561,SCAM#GENERAL,Telkom Mobile,0
1562,SCAM#GENERAL,Telkom Self-service,0
1563,SCAM#GENERAL,Telkom mobile,0
1564,SCAM#GENERAL,Telkom sales,0
1565,SCAM#GENERAL,Tobi,0
1566,SCAM#GENERAL,Tobi BOT idea on WhatsApp,0
1567,SCAM#GENERAL,Tobi bot,0
1568,SCAM#GENERAL,Tobi chat bot,0
1569,SCAM#GENERAL,Tobi the Bot,0
1570,SCAM#GENERAL,Tobi's Tax Pack,0
1571,SCAM#GENERAL,Toby,0
1572,SCAM#GENERAL,Toby robot service,0
1573,SCAM#GENERAL,USELESS VODACOM,0
1574,SCAM#GENERAL,VODACOM,0
1575,SCAM#GENERAL,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
1576,SCAM#GENERAL,VODACOM USELESS HELPLINE,0
1577,SCAM#GENERAL,VODACOMS TOBI,0
1578,SCAM#GENERAL,VodaBucks,0
1580,SCAM#GENERAL,Vodacom Age of Machine,0
1581,SCAM#GENERAL,Vodacom App,0
1582,SCAM#GENERAL,Vodacom Customer Care Line,0
1583,SCAM#GENERAL,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
1584,SCAM#GENERAL,Vodacom Roaming Bundle,0
1585,SCAM#GENERAL,Vodacom Scams Pensioners into Special Deals,0
1586,SCAM#GENERAL,Vodacom Vodabucks,0
1587,SCAM#GENERAL,Vodacom and TymeBank Fraud,0
1588,SCAM#GENERAL,Vodacom customer services,0
1589,SCAM#GENERAL,Vodacom does not care,0
1590,SCAM#GENERAL,Vodacom is not a brand to be trusted or relied on,0
1591,SCAM#GENERAL,Vodacom number,0
1592,SCAM#GENERAL,Vodacom online deals,0
1593,SCAM#GENERAL,Vodacom service,0
1594,SCAM#GENERAL,Vodacom vodabucks,0
1595,SCAM#GENERAL,Vodacom's website,0
1596,SCAM#GENERAL,Vodacoms,0
1597,SCAM#GENERAL,Vodafone world,0
1598,SCAM#GENERAL,Vodamail,0
1599,SCAM#GENERAL,Vodamail cancellation,0
1600,SCAM#GENERAL,WhatsApp bundles,0
1601,SCAM#GENERAL,Wi-Fi,0
1602,SCAM#GENERAL,acct,0
1603,SCAM#GENERAL,agent,0
1604,SCAM#GENERAL,airtime,0
1605,SCAM#GENERAL,app,0
1606,SCAM#GENERAL,app services,0
1607,SCAM#GENERAL,at Telkom,0
1608,SCAM#GENERAL,automated chatbot,0
1609,SCAM#GENERAL,bank,0
1610,SCAM#GENERAL,bot,0
1611,SCAM#GENERAL,bot on Vodacom Facebook messenger,0
1612,SCAM#GENERAL,call center,0
1613,SCAM#GENERAL,call center service,0
1614,SCAM#GENERAL,call centre,0
1615,SCAM#GENERAL,call charges,0
1616,SCAM#GENERAL,caller tune,0
1617,SCAM#GENERAL,cell c,0
1618,SCAM#GENERAL,chat bot,0
1619,SCAM#GENERAL,chatbot,0
1620,SCAM#GENERAL,chatbot Tobi,0
1622,SCAM#GENERAL,consultant,0
1623,SCAM#GENERAL,content service,0
1624,SCAM#GENERAL,contract,0
1625,SCAM#GENERAL,contract with Telkom,0
1626,SCAM#GENERAL,credit report,0
1627,SCAM#GENERAL,customer Service,0
1628,SCAM#GENERAL,customer care,0
1629,SCAM#GENERAL,customer care agent,0
1630,SCAM#GENERAL,customer care call centre,0
1631,SCAM#GENERAL,customer care help lines,0
1632,SCAM#GENERAL,customer care line,0
1633,SCAM#GENERAL,customer care number,0
1634,SCAM#GENERAL,customer care/services,0
1635,SCAM#GENERAL,customer service,0
1636,SCAM#GENERAL,customer service department,0
1637,SCAM#GENERAL,customer support,0
1638,SCAM#GENERAL,customer's info,0
1639,SCAM#GENERAL,data,0
1640,SCAM#GENERAL,data sim,0
1641,SCAM#GENERAL,delivery,0
1642,SCAM#GENERAL,eSim,0
1643,SCAM#GENERAL,energy,0
1644,SCAM#GENERAL,humans,0
1645,SCAM#GENERAL,machine,0
1646,SCAM#GENERAL,mobile contract,0
1647,SCAM#GENERAL,money back,0
1648,SCAM#GENERAL,network provider,0
1649,SCAM#GENERAL,network service provider,0
1650,SCAM#GENERAL,number,0
1651,SCAM#GENERAL,number assigned by Vodacom,0
1652,SCAM#GENERAL,online chat,0
1653,SCAM#GENERAL,online deals,0
1654,SCAM#GENERAL,online service,0
1655,SCAM#GENERAL,phone imei,0
1656,SCAM#GENERAL,products,0
1657,SCAM#GENERAL,recurring data bundle,0
1658,SCAM#GENERAL,refund,0
1659,SCAM#GENERAL,response to emails,0
1660,SCAM#GENERAL,robot,0
1661,SCAM#GENERAL,robot assistant,0
1662,SCAM#GENERAL,robot calling,0
1663,SCAM#GENERAL,robot responses,0
1664,SCAM#GENERAL,service,0
1665,SCAM#GENERAL,service Vodacom,0
1666,SCAM#GENERAL,service at Vodacom,0
1667,SCAM#GENERAL,service delivery,0
1668,SCAM#GENERAL,service levels,0
1669,SCAM#GENERAL,service provider,0
1670,SCAM#GENERAL,services,0
1671,SCAM#GENERAL,sim card,0
1672,SCAM#GENERAL,site,0
1673,SCAM#GENERAL,skynet,0
1674,SCAM#GENERAL,smartphone,0
1675,SCAM#GENERAL,sms,0
1676,SCAM#GENERAL,staff,0
1677,SCAM#GENERAL,subscriptions,0
1678,SCAM#GENERAL,support,0
1679,SCAM#GENERAL,telkom,0
1680,SCAM#GENERAL,telkom customer services,0
1681,SCAM#GENERAL,the option to chat to your,0
1682,SCAM#GENERAL,virtual assistant,0
1683,SCAM#GENERAL,voda**** customer service,0
1686,SCAM#GENERAL,vodacom 4u Berea east london branch,0
1687,SCAM#GENERAL,vodacom app,0
1688,SCAM#GENERAL,vodacom bot,0
1689,SCAM#GENERAL,vodacom call centre,0
1690,SCAM#GENERAL,vodacom customer care,0
1691,SCAM#GENERAL,vodacom customer services,0
1692,SCAM#GENERAL,vodacom fibre,0
1693,SCAM#GENERAL,vodacom online,0
1694,SCAM#GENERAL,vodacom service bot,0
1695,SCAM#GENERAL,vodacom support,0
1696,SCAM#GENERAL,vodacum,0
1697,SCAM#GENERAL,vodamail email settings,0
1698,SCAM#GENERAL,vodqcom customer services,0
1699,SCAM#GENERAL,webmail7,0
1755,SCAMMER#GENERAL,Vodacom Scams Pensioners into Special Deals,1
1700,SCAMMER#GENERAL,'SERVICE' PROVIDER,0
1701,SCAMMER#GENERAL,****** chat bot,0
1702,SCAMMER#GENERAL,082 135 number,0
1703,SCAMMER#GENERAL,250.0 MB bundle,0
1704,SCAMMER#GENERAL,Apple Watch cellular,0
1705,SCAMMER#GENERAL,BOT,0
1706,SCAMMER#GENERAL,Bot,0
1707,SCAMMER#GENERAL,CUSTOMER SERVICE,0
1708,SCAMMER#GENERAL,Call Centre,0
1709,SCAMMER#GENERAL,Chatbot (Toby),0
1710,SCAMMER#GENERAL,Client Care/Service,0
1711,SCAMMER#GENERAL,Customer service,0
1712,SCAMMER#GENERAL,EFT,0
1713,SCAMMER#GENERAL,HP Attorneys,0
1714,SCAMMER#GENERAL,ISP,0
1715,SCAMMER#GENERAL,Invoices,0
1716,SCAMMER#GENERAL,MARKETING SPAM,0
1717,SCAMMER#GENERAL,MTN,0
1718,SCAMMER#GENERAL,Mobile Wi_Fi app,0
1719,SCAMMER#GENERAL,NULL,0
1720,SCAMMER#GENERAL,ONLINE SERVICE,0
1721,SCAMMER#GENERAL,PATHETIC SERVICE,0
1722,SCAMMER#GENERAL,PM CONNECT,0
1723,SCAMMER#GENERAL,SIM SWAP,0
1724,SCAMMER#GENERAL,Service,0
1725,SCAMMER#GENERAL,Statements,0
1726,SCAMMER#GENERAL,TOBI,0
1727,SCAMMER#GENERAL,TOBI app,0
1728,SCAMMER#GENERAL,TOBI virtual assistant,0
1729,SCAMMER#GENERAL,TOBi robot,0
1730,SCAMMER#GENERAL,Telkom,0
1731,SCAMMER#GENERAL,Telkom Mobile,0
1732,SCAMMER#GENERAL,Telkom Self-service,0
1733,SCAMMER#GENERAL,Telkom mobile,0
1734,SCAMMER#GENERAL,Telkom sales,0
1735,SCAMMER#GENERAL,Tobi,0
1736,SCAMMER#GENERAL,Tobi BOT idea on WhatsApp,0
1737,SCAMMER#GENERAL,Tobi bot,0
1738,SCAMMER#GENERAL,Tobi chat bot,0
1739,SCAMMER#GENERAL,Tobi the Bot,0
1740,SCAMMER#GENERAL,Tobi's Tax Pack,0
1741,SCAMMER#GENERAL,Toby,0
1742,SCAMMER#GENERAL,Toby robot service,0
1743,SCAMMER#GENERAL,USELESS VODACOM,0
1744,SCAMMER#GENERAL,VODACOM,0
1745,SCAMMER#GENERAL,VODACOM - TOBI ALLOWING SIM-SWOP TO CRIMINALS,0
1746,SCAMMER#GENERAL,VODACOM USELESS HELPLINE,0
1747,SCAMMER#GENERAL,VODACOMS TOBI,0
1748,SCAMMER#GENERAL,VodaBucks,0
1749,SCAMMER#GENERAL,Vodacom,0
1750,SCAMMER#GENERAL,Vodacom Age of Machine,0
1751,SCAMMER#GENERAL,Vodacom App,0
1752,SCAMMER#GENERAL,Vodacom Customer Care Line,0
1753,SCAMMER#GENERAL,Vodacom Horrible Customer Care Service-Deleted Active SImcard,0
1754,SCAMMER#GENERAL,Vodacom Roaming Bundle,0
1756,SCAMMER#GENERAL,Vodacom Vodabucks,0
1757,SCAMMER#GENERAL,Vodacom and TymeBank Fraud,0
1758,SCAMMER#GENERAL,Vodacom customer services,0
1759,SCAMMER#GENERAL,Vodacom does not care,0
1760,SCAMMER#GENERAL,Vodacom is not a brand to be trusted or relied on,0
1761,SCAMMER#GENERAL,Vodacom number,0
1762,SCAMMER#GENERAL,Vodacom online deals,0
1763,SCAMMER#GENERAL,Vodacom service,0
1764,SCAMMER#GENERAL,Vodacom vodabucks,0
1765,SCAMMER#GENERAL,Vodacom's website,0
1766,SCAMMER#GENERAL,Vodacoms,0
1767,SCAMMER#GENERAL,Vodafone world,0
1768,SCAMMER#GENERAL,Vodamail,0
1769,SCAMMER#GENERAL,Vodamail cancellation,0
1770,SCAMMER#GENERAL,WhatsApp bundles,0
1771,SCAMMER#GENERAL,Wi-Fi,0
1772,SCAMMER#GENERAL,acct,0
1773,SCAMMER#GENERAL,agent,0
1774,SCAMMER#GENERAL,airtime,0
1775,SCAMMER#GENERAL,app,0
1776,SCAMMER#GENERAL,app services,0
1777,SCAMMER#GENERAL,at Telkom,0
1778,SCAMMER#GENERAL,automated chatbot,0
1779,SCAMMER#GENERAL,bank,0
1780,SCAMMER#GENERAL,bot,0
1781,SCAMMER#GENERAL,bot on Vodacom Facebook messenger,0
1782,SCAMMER#GENERAL,call center,0
1783,SCAMMER#GENERAL,call center service,0
1784,SCAMMER#GENERAL,call centre,0
1785,SCAMMER#GENERAL,call charges,0
1786,SCAMMER#GENERAL,caller tune,0
1787,SCAMMER#GENERAL,cell c,0
1788,SCAMMER#GENERAL,chat bot,0
1789,SCAMMER#GENERAL,chatbot,0
1790,SCAMMER#GENERAL,chatbot Tobi,0
1791,SCAMMER#GENERAL,company,0
1792,SCAMMER#GENERAL,consultant,0
1793,SCAMMER#GENERAL,content service,0
1794,SCAMMER#GENERAL,contract,0
1795,SCAMMER#GENERAL,contract with Telkom,0
1796,SCAMMER#GENERAL,credit report,0
1797,SCAMMER#GENERAL,customer Service,0
1798,SCAMMER#GENERAL,customer care,0
1799,SCAMMER#GENERAL,customer care agent,0
1800,SCAMMER#GENERAL,customer care call centre,0
1801,SCAMMER#GENERAL,customer care help lines,0
1802,SCAMMER#GENERAL,customer care line,0
1803,SCAMMER#GENERAL,customer care number,0
1804,SCAMMER#GENERAL,customer care/services,0
1805,SCAMMER#GENERAL,customer service,0
1806,SCAMMER#GENERAL,customer service department,0
1807,SCAMMER#GENERAL,customer support,0
1808,SCAMMER#GENERAL,customer's info,0
1809,SCAMMER#GENERAL,data,0
1810,SCAMMER#GENERAL,data sim,0
1811,SCAMMER#GENERAL,delivery,0
1812,SCAMMER#GENERAL,eSim,0
1813,SCAMMER#GENERAL,energy,0
1814,SCAMMER#GENERAL,humans,0
1815,SCAMMER#GENERAL,machine,0
1816,SCAMMER#GENERAL,mobile contract,0
1817,SCAMMER#GENERAL,money back,0
1818,SCAMMER#GENERAL,network provider,0
1819,SCAMMER#GENERAL,network service provider,0
1820,SCAMMER#GENERAL,number,0
1821,SCAMMER#GENERAL,number assigned by Vodacom,0
1822,SCAMMER#GENERAL,online chat,0
1823,SCAMMER#GENERAL,online deals,0
1824,SCAMMER#GENERAL,online service,0
1825,SCAMMER#GENERAL,phone imei,0
1826,SCAMMER#GENERAL,products,0
1827,SCAMMER#GENERAL,recurring data bundle,0
1828,SCAMMER#GENERAL,refund,0
1829,SCAMMER#GENERAL,response to emails,0
1830,SCAMMER#GENERAL,robot,0
1831,SCAMMER#GENERAL,robot assistant,0
